date,event_id,title,score_band,state,flags
2026-02-27,KXNEWPOPE-70,Who will the next Pope be?,Weak,Undervalued | Chaos,Undervalued | Chaos
2026-02-27,KXELONMARS-99,Will Elon Musk visit Mars in his lifetime?,Strong,Stable,
2026-02-27,USCLIMATE,US meets its climate goals?,Weak,Undervalued | Chaos,Undervalued | Chaos
2026-02-27,KXROBOTMARS-35,Will a humanoid robot walk on Mars before a human does?,Neutral,Chaos,
2026-02-27,KXNEXTIRANLEADER-45JAN01,Who will be the next Supreme Leader of Iran?,Neutral,Overheated,
2026-02-27,KXTAYLORSWIFTWEDDING-30JAN01,Who will be a Bridesmaid for the wedding of Travis Kelce and Taylor Swift?,Weak,Overheated | High-Conflict,Overheated | High-Conflict
2026-02-27,KXPERSONPRESFUENTES-45,Will Nick Fuentes become President of the United States before 2045?,Neutral,Stable,
2026-02-27,KXTIMEDECADE20S-30,Who will Time name as Person of the Decade?,Neutral,Undervalued,
2026-02-27,KXG7LEADEROUT-45JAN01,Which G7 leader will leave next?,Neutral,Overheated,
2026-02-27,KXFUSION,When will nuclear fusion be achieved?,Weak,Overheated | Chaos | High-Conflict,Overheated | Chaos | High-Conflict
2026-02-27,KXNEXTISRAELPM-45JAN01,Who will be the next new Prime Minister of Israel?,Neutral,Undervalued,
2026-02-27,EVSHARE-30JAN,EV market share in 2030?,Weak,Overheated | Chaos | High-Conflict,Overheated | Chaos | High-Conflict
2026-02-27,KXEARTHQUAKECALIFORNIA-35,Will there be an at least 8.0 magnitude earthquake in California before 2035?,Neutral,Stable,
2026-02-27,KXBRUVSEAT-35,Will Andrew Tate's party win a seat in the next UK election?,Strong,Forming,
2026-02-27,KXERUPTSUPER-0,Will a supervolcano erupt before 2050?,Neutral,Stable,
2026-02-27,KXPERSONPRESMAM-45,Will Zohran Mamdani become President of the United States before 2045?,Strong,Stable,
2026-02-27,KXPERFORMBONDSONG-35,Who will perform the next James Bond theme?,Neutral,Overheated | High-Conflict,Overheated | High-Conflict
2026-02-27,KXTRAVISKELCEWEDDING-30JAN01,Who will be Groomsman for the wedding of Travis Kelce and Taylor Swift?,Weak,Overheated | High-Conflict,Overheated | High-Conflict
2026-02-27,KXJOHNNYDEPP-35,Will Johnny Depp be cast in the next Pirates of the Caribbean?,Neutral,Chaos,
2026-02-27,KXCOLONIZEMARS-50,Will humans colonize Mars before 2050?,Neutral,Stable,
2026-02-27,KXRAMPBREX-40,Will Ramp or Brex IPO first?,Neutral,Stable,
2026-02-27,KXTVSEASONRELEASETHELASTOFUS,"When will ""The Last of Us"" Season 3 be released?",Weak,Overheated | High-Conflict,Overheated | High-Conflict
2026-02-27,KXWARMING-50,Will the world pass 2 degrees Celsius over pre-industrial levels before 2050?,Critical,Dormant,
2026-02-27,KXNEWPOPE-35,Who will the next Pope be?,Critical,Dormant,
2026-02-27,KXNEXTSPEAKER-31,Who will be the next Speaker of the House?,Critical,Dormant,
2026-02-27,KXU3MAX-30,How high will unemployment get before 2030?,Critical,Dormant,
2026-02-27,KXACTORSONNYCROCKETT-35,Who will be cast in the next Miami Vice?,Critical,Dormant,
2026-02-27,KXMARSVRAIL-50,Will a human land on Mars before California starts high-speed rail?,Critical,Dormant,
2026-02-27,INDIACLIMATE-30,India meets its 2030 climate goals?,Critical,Dormant,
2026-02-27,KXXISUCCESSOR-45JAN01,Who will be named as Xi Jinping's successor?,Critical,Dormant,
2026-02-27,KXAFRICALEADEROUT-35,Which of these African leaders will leave office next?,Critical,Dormant,
2026-02-27,KXFDATYPE1DIABETES-33,Will the FDA approve a cure for Type 1 diabetes before 2033?,Critical,Dormant,
2026-02-27,KXDEELRIP-40,Will Deel or Rippling IPO first?,Critical,Dormant,
2026-02-27,KXUSTAKEOVER-30,Will the US government take control of any AI company or project before 2030?,Critical,Dormant,
2026-02-27,EUCLIMATE,EU meets its 2030 climate goals?,Critical,Dormant,
2026-02-27,KXCANADACUP-30,Canadian team wins the Stanley Cup® before the 2031 season?,Critical,Dormant,
2026-02-27,KXPERFORMROLE007-VILLAIN,Who will be the next James Bond villain?,Critical,Dormant,
2026-02-27,KXPERFORMROLEBRITNEY,Who will play Britney Spears in the Jon M. Chu–directed biopic?,Critical,Dormant,
2026-02-27,KXINDIANAPOWELL-30,Will Glen Powell be cast in the next Indiana Jones movie?,Critical,Dormant,
2026-02-27,KXYTUBESUBSISHOWSPEED,When will IShowSpeed reach 100 million Youtube subscribers?,Critical,Dormant,
2026-02-27,KXTVSEASONRELEASEACOURTOFTHORNSANDROSES,Will A Court Of Thorns and Roses be released?,Critical,Dormant,
2026-02-27,KXPOPCHANGESTATE10-35,Will any U.S. state experience a population decrease of at least 10% between 2025 and 2035?,Critical,Dormant,
2026-02-27,KXACTORTOMCRUZ-30,Will Tom Cruise be cast in another Film With Ana de Armas?,Critical,Dormant,
2026-02-27,KXPERFORMROLE007-MONEYPENNY,Who will play Moneypenny in the next James Bond?,Critical,Dormant,
2026-02-27,KXPERFORMROLE007,Who will play the next Bond girl?,Critical,Dormant,
2026-02-27,KXPERFORMROLE007-Q,Who will play Q in the next James Bond?,Critical,Dormant,
2026-03-03,KXNEXTIRANLEADER-45JAN01,Who will be the next Supreme Leader of Iran?,Strong,Stable,
2026-03-03,KXTRILLIONAIRE-30,Who will be the world's first trillionaire?,Strong,Consensus,
2026-03-03,KXMOONMAN-31,Which country will be the next to send humans to the Moon?,Neutral,Overheated,
2026-03-03,KXOAIANTH-40,Will OpenAI or Anthropic IPO first?,Neutral,Chaos,
2026-03-03,KXPRIMEENGCONSUMPTION-30,What will be the largest source of global primary energy consumption in 2030?,Neutral,Stable,
2026-03-03,KXNEWPOPE-70,Who will the next Pope be?,Weak,Undervalued | Chaos,Undervalued | Chaos
2026-03-03,KXELONMARS-99,Will Elon Musk visit Mars in his lifetime?,Strong,Stable,
2026-03-03,USCLIMATE,US meets its climate goals?,Weak,Undervalued | Chaos,Undervalued | Chaos
2026-03-03,KXROBOTMARS-35,Will a humanoid robot walk on Mars before a human does?,Neutral,Chaos,
2026-03-03,KXTAYLORSWIFTWEDDING-30JAN01,Who will be a Bridesmaid for the wedding of Travis Kelce and Taylor Swift?,Weak,Overheated | High-Conflict,Overheated | High-Conflict
2026-03-03,KXPERSONPRESFUENTES-45,Will Nick Fuentes become President of the United States before 2045?,Neutral,Stable,
2026-03-03,KXFUSION,When will nuclear fusion be achieved?,Weak,Overheated | Chaos | High-Conflict,Overheated | Chaos | High-Conflict
2026-03-03,KXTIMEDECADE20S-30,Who will Time name as Person of the Decade?,Neutral,Undervalued,
2026-03-03,KXG7LEADEROUT-45JAN01,Which G7 leader will leave next?,Neutral,Stable,
2026-03-03,KXNEXTISRAELPM-45JAN01,Who will be the next new Prime Minister of Israel?,Strong,Stable,
2026-03-03,EVSHARE-30JAN,EV market share in 2030?,Weak,Overheated | Chaos | High-Conflict,Overheated | Chaos | High-Conflict
2026-03-03,KXEARTHQUAKECALIFORNIA-35,Will there be an at least 8.0 magnitude earthquake in California before 2035?,Neutral,Stable,
2026-03-03,KXBRUVSEAT-35,Will Andrew Tate's party win a seat in the next UK election?,Strong,Stable,
2026-03-03,KXERUPTSUPER-0,Will a supervolcano erupt before 2050?,Neutral,Stable,
2026-03-03,KXPERSONPRESMAM-45,Will Zohran Mamdani become President of the United States before 2045?,Strong,Stable,
2026-03-03,KXPERFORMBONDSONG-35,Who will perform the next James Bond theme?,Neutral,Overheated | High-Conflict,Overheated | High-Conflict
2026-03-03,KXTRAVISKELCEWEDDING-30JAN01,Who will be Groomsman for the wedding of Travis Kelce and Taylor Swift?,Weak,Overheated | High-Conflict,Overheated | High-Conflict
2026-03-03,KXJOHNNYDEPP-35,Will Johnny Depp be cast in the next Pirates of the Caribbean?,Neutral,Chaos,
2026-03-03,KXRAMPBREX-40,Will Ramp or Brex IPO first?,Neutral,Undervalued,
2026-03-03,KXCOLONIZEMARS-50,Will humans colonize Mars before 2050?,Neutral,Stable,
2026-03-03,KXTVSEASONRELEASETHELASTOFUS,"When will ""The Last of Us"" Season 3 be released?",Weak,Overheated | High-Conflict,Overheated | High-Conflict
2026-03-03,KXWARMING-50,Will the world pass 2 degrees Celsius over pre-industrial levels before 2050?,Critical,Dormant,
2026-03-03,KXNEWPOPE-35,Who will the next Pope be?,Critical,Dormant,
2026-03-03,KXNEXTSPEAKER-31,Who will be the next Speaker of the House?,Critical,Dormant,
2026-03-03,KXU3MAX-30,How high will unemployment get before 2030?,Critical,Dormant,
2026-03-03,KXACTORSONNYCROCKETT-35,Who will be cast in the next Miami Vice?,Critical,Dormant,
2026-03-03,KXMARSVRAIL-50,Will a human land on Mars before California starts high-speed rail?,Critical,Dormant,
2026-03-03,INDIACLIMATE-30,India meets its 2030 climate goals?,Critical,Dormant,
2026-03-03,KXXISUCCESSOR-45JAN01,Who will be named as Xi Jinping's successor?,Critical,Dormant,
2026-03-03,KXAFRICALEADEROUT-35,Which of these African leaders will leave office next?,Critical,Dormant,
2026-03-03,KXFDATYPE1DIABETES-33,Will the FDA approve a cure for Type 1 diabetes before 2033?,Critical,Dormant,
2026-03-03,KXUSTAKEOVER-30,Will the US government take control of any AI company or project before 2030?,Critical,Dormant,
2026-03-03,KXDEELRIP-40,Will Deel or Rippling IPO first?,Critical,Dormant,
2026-03-03,EUCLIMATE,EU meets its 2030 climate goals?,Critical,Dormant,
2026-03-03,KXCANADACUP-30,Canadian team wins the Stanley Cup® before the 2031 season?,Critical,Dormant,
2026-03-03,KXINDIANAPOWELL-30,Will Glen Powell be cast in the next Indiana Jones movie?,Critical,Dormant,
2026-03-03,KXPERFORMROLEBRITNEY,Who will play Britney Spears in the Jon M. Chu–directed biopic?,Critical,Dormant,
2026-03-03,KXPERFORMROLE007-VILLAIN,Who will be the next James Bond villain?,Critical,Dormant,
2026-03-03,KXYTUBESUBSISHOWSPEED,When will IShowSpeed reach 100 million Youtube subscribers?,Critical,Dormant,
2026-03-03,KXTVSEASONRELEASEACOURTOFTHORNSANDROSES,Will A Court Of Thorns and Roses be released?,Critical,Dormant,
2026-03-03,KXPOPCHANGESTATE10-35,Will any U.S. state experience a population decrease of at least 10% between 2025 and 2035?,Critical,Dormant,
2026-03-03,KXPERFORMROLE007,Who will play the next Bond girl?,Critical,Dormant,
2026-03-03,KXACTORTOMCRUZ-30,Will Tom Cruise be cast in another Film With Ana de Armas?,Critical,Dormant,
2026-03-03,KXPERFORMROLE007-MONEYPENNY,Who will play Moneypenny in the next James Bond?,Critical,Dormant,
2026-03-03,KXPERFORMROLE007-Q,Who will play Q in the next James Bond?,Critical,Dormant,
2026-03-04,KXNEXTIRANLEADER-45JAN01,Who will be the next Supreme Leader of Iran? (death settles to last traded price),Strong,Overheated | Consensus | Forming,Overheated | Consensus | Forming
2026-03-04,KXTRILLIONAIRE-30,Who will be the world's first trillionaire?,Strong,Consensus,
2026-03-04,KXMOONMAN-31,Which country will be the next to send humans to the Moon?,Neutral,Overheated,
2026-03-04,KXOAIANTH-40,Will OpenAI or Anthropic IPO first?,Neutral,Chaos,
2026-03-04,KXPRIMEENGCONSUMPTION-30,What will be the largest source of global primary energy consumption in 2030?,Strong,Stable,
2026-03-04,KXNEWPOPE-70,Who will the next Pope be?,Weak,Undervalued | Chaos,Undervalued | Chaos
2026-03-04,KXELONMARS-99,Will Elon Musk visit Mars in his lifetime?,Strong,Stable,
2026-03-04,USCLIMATE,US meets its climate goals?,Weak,Undervalued | Chaos,Undervalued | Chaos
2026-03-04,KXROBOTMARS-35,Will a humanoid robot walk on Mars before a human does?,Neutral,Chaos,
2026-03-04,KXTAYLORSWIFTWEDDING-30JAN01,Who will be a Bridesmaid for the wedding of Travis Kelce and Taylor Swift?,Weak,Overheated | High-Conflict,Overheated | High-Conflict
2026-03-04,KXPERSONPRESFUENTES-45,Will Nick Fuentes become President of the United States before 2045?,Neutral,Stable,
2026-03-04,KXFUSION,When will nuclear fusion be achieved?,Weak,Overheated | Chaos | High-Conflict,Overheated | Chaos | High-Conflict
2026-03-04,KXTIMEDECADE20S-30,Who will Time name as Person of the Decade?,Neutral,Undervalued,
2026-03-04,KXNEXTISRAELPM-45JAN01,Who will be the next new Prime Minister of Israel?,Strong,Undervalued,
2026-03-04,KXG7LEADEROUT-45JAN01,Which G7 leader will leave next?,Neutral,Overheated,
2026-03-04,EVSHARE-30JAN,EV market share in 2030?,Weak,Overheated | Chaos | High-Conflict,Overheated | Chaos | High-Conflict
2026-03-04,KXEARTHQUAKECALIFORNIA-35,Will there be an at least 8.0 magnitude earthquake in California before 2035?,Neutral,Stable,
2026-03-04,KXBRUVSEAT-35,Will Andrew Tate's party win a seat in the next UK election?,Strong,Stable,
2026-03-04,KXERUPTSUPER-0,Will a supervolcano erupt before 2050?,Neutral,Stable,
2026-03-04,KXPERSONPRESMAM-45,Will Zohran Mamdani become President of the United States before 2045?,Strong,Stable,
2026-03-04,KXPERFORMBONDSONG-35,Who will perform the next James Bond theme?,Neutral,Overheated | High-Conflict,Overheated | High-Conflict
2026-03-04,KXTRAVISKELCEWEDDING-30JAN01,Who will be Groomsman for the wedding of Travis Kelce and Taylor Swift?,Weak,Overheated | High-Conflict,Overheated | High-Conflict
2026-03-04,KXJOHNNYDEPP-35,Will Johnny Depp be cast in the next Pirates of the Caribbean?,Neutral,Chaos,
2026-03-04,KXRAMPBREX-40,Will Ramp or Brex IPO first?,Neutral,Undervalued,
2026-03-04,KXCOLONIZEMARS-50,Will humans colonize Mars before 2050?,Neutral,Stable,
2026-03-04,KXTVSEASONRELEASETHELASTOFUS,"When will ""The Last of Us"" Season 3 be released?",Weak,Overheated | High-Conflict,Overheated | High-Conflict
2026-03-04,KXNEWPOPE-35,Who will the next Pope be?,Critical,Dormant,
2026-03-04,KXWARMING-50,Will the world pass 2 degrees Celsius over pre-industrial levels before 2050?,Critical,Dormant,
2026-03-04,KXNEXTSPEAKER-31,Who will be the next Speaker of the House?,Critical,Dormant,
2026-03-04,KXU3MAX-30,How high will unemployment get before 2030?,Critical,Dormant,
2026-03-04,KXACTORSONNYCROCKETT-35,Who will be cast in the next Miami Vice?,Critical,Dormant,
2026-03-04,INDIACLIMATE-30,India meets its 2030 climate goals?,Critical,Dormant,
2026-03-04,KXMARSVRAIL-50,Will a human land on Mars before California starts high-speed rail?,Critical,Dormant,
2026-03-04,KXXISUCCESSOR-45JAN01,Who will be named as Xi Jinping's successor?,Critical,Dormant,
2026-03-04,KXAFRICALEADEROUT-35,Which of these African leaders will leave office next?,Critical,Dormant,
2026-03-04,KXFDATYPE1DIABETES-33,Will the FDA approve a cure for Type 1 diabetes before 2033?,Critical,Dormant,
2026-03-04,KXUSTAKEOVER-30,Will the US government take control of any AI company or project before 2030?,Critical,Dormant,
2026-03-04,KXDEELRIP-40,Will Deel or Rippling IPO first?,Critical,Dormant,
2026-03-04,EUCLIMATE,EU meets its 2030 climate goals?,Critical,Dormant,
2026-03-04,KXCANADACUP-30,Canadian team wins the Stanley Cup® before the 2031 season?,Critical,Dormant,
2026-03-04,KXINDIANAPOWELL-30,Will Glen Powell be cast in the next Indiana Jones movie?,Critical,Dormant,
2026-03-04,KXPERFORMROLE007-VILLAIN,Who will be the next James Bond villain?,Critical,Dormant,
2026-03-04,KXPERFORMROLEBRITNEY,Who will play Britney Spears in the Jon M. Chu–directed biopic?,Critical,Dormant,
2026-03-04,KXYTUBESUBSISHOWSPEED,When will IShowSpeed reach 100 million Youtube subscribers?,Critical,Dormant,
2026-03-04,KXTVSEASONRELEASEACOURTOFTHORNSANDROSES,Will A Court Of Thorns and Roses be released?,Critical,Dormant,
2026-03-04,KXPERFORMROLE007,Who will play the next Bond girl?,Critical,Dormant,
2026-03-04,KXPOPCHANGESTATE10-35,Will any U.S. state experience a population decrease of at least 10% between 2025 and 2035?,Critical,Dormant,
2026-03-04,KXACTORTOMCRUZ-30,Will Tom Cruise be cast in another Film With Ana de Armas?,Critical,Dormant,
2026-03-04,KXPERFORMROLE007-MONEYPENNY,Who will play Moneypenny in the next James Bond?,Critical,Dormant,
2026-03-04,KXPERFORMROLE007-Q,Who will play Q in the next James Bond?,Critical,Dormant,
2026-03-05,KXNEXTIRANLEADER-45JAN01,Who will be the next Supreme Leader of Iran? (death settles to last traded price),Strong,Stable,
2026-03-05,KXTRILLIONAIRE-30,Who will be the world's first trillionaire?,Strong,Consensus,
2026-03-05,KXMOONMAN-31,Which country will be the next to send humans to the Moon?,Neutral,Overheated,
2026-03-05,KXOAIANTH-40,Will OpenAI or Anthropic IPO first?,Weak,Overheated | Chaos | High-Conflict,Overheated | Chaos | High-Conflict
2026-03-05,KXPRIMEENGCONSUMPTION-30,What will be the largest source of global primary energy consumption in 2030?,Neutral,Stable,
2026-03-05,KXNEWPOPE-70,Who will the next Pope be?,Weak,Undervalued | Chaos,Undervalued | Chaos
2026-03-05,KXELONMARS-99,Will Elon Musk visit Mars in his lifetime?,Strong,Stable,
2026-03-05,USCLIMATE,US meets its climate goals?,Weak,Undervalued | Chaos,Undervalued | Chaos
2026-03-05,KXROBOTMARS-35,Will a humanoid robot walk on Mars before a human does?,Neutral,Chaos,
2026-03-05,KXTAYLORSWIFTWEDDING-30JAN01,Who will be a Bridesmaid for the wedding of Travis Kelce and Taylor Swift?,Weak,Overheated | High-Conflict,Overheated | High-Conflict
2026-03-05,KXPERSONPRESFUENTES-45,Will Nick Fuentes become President of the United States before 2045?,Neutral,Stable,
2026-03-05,KXTIMEDECADE20S-30,Who will Time name as Person of the Decade?,Neutral,Undervalued,
2026-03-05,KXFUSION,When will nuclear fusion be achieved?,Weak,Overheated | Chaos | High-Conflict,Overheated | Chaos | High-Conflict
2026-03-05,KXNEXTISRAELPM-45JAN01,Who will be the next new Prime Minister of Israel?,Strong,Undervalued,
2026-03-05,KXG7LEADEROUT-45JAN01,Which G7 leader will leave next?,Neutral,Stable,
2026-03-05,EVSHARE-30JAN,EV market share in 2030?,Weak,Overheated | Chaos | High-Conflict,Overheated | Chaos | High-Conflict
2026-03-05,KXEARTHQUAKECALIFORNIA-35,Will there be an at least 8.0 magnitude earthquake in California before 2035?,Neutral,Chaos,
2026-03-05,KXBRUVSEAT-35,Will Andrew Tate's party win a seat in the next UK election?,Strong,Stable,
2026-03-05,KXERUPTSUPER-0,Will a supervolcano erupt before 2050?,Neutral,Stable,
2026-03-05,KXPERSONPRESMAM-45,Will Zohran Mamdani become President of the United States before 2045?,Strong,Stable,
2026-03-05,KXPERFORMBONDSONG-35,Who will perform the next James Bond theme?,Neutral,Overheated | High-Conflict,Overheated | High-Conflict
2026-03-05,KXTRAVISKELCEWEDDING-30JAN01,Who will be Groomsman for the wedding of Travis Kelce and Taylor Swift?,Weak,Overheated | High-Conflict,Overheated | High-Conflict
2026-03-05,KXJOHNNYDEPP-35,Will Johnny Depp be cast in the next Pirates of the Caribbean?,Neutral,Chaos,
2026-03-05,KXRAMPBREX-40,Will Ramp or Brex IPO first?,Neutral,Stable,
2026-03-05,KXCOLONIZEMARS-50,Will humans colonize Mars before 2050?,Neutral,Stable,
2026-03-05,KXTVSEASONRELEASETHELASTOFUS,"When will ""The Last of Us"" Season 3 be released?",Weak,Overheated | High-Conflict,Overheated | High-Conflict
2026-03-05,KXNEWPOPE-35,Who will the next Pope be?,Weak,Undervalued,
2026-03-05,KXWARMING-50,Will the world pass 2 degrees Celsius over pre-industrial levels before 2050?,Critical,Dormant,
2026-03-05,KXNEXTSPEAKER-31,Who will be the next Speaker of the House?,Critical,Dormant,
2026-03-05,KXU3MAX-30,How high will unemployment get before 2030?,Critical,Dormant,
2026-03-05,KXMARSVRAIL-50,Will a human land on Mars before California starts high-speed rail?,Critical,Dormant,
2026-03-05,KXACTORSONNYCROCKETT-35,Who will be cast in the next Miami Vice?,Critical,Dormant,
2026-03-05,INDIACLIMATE-30,India meets its 2030 climate goals?,Critical,Dormant,
2026-03-05,KXXISUCCESSOR-45JAN01,Who will be named as Xi Jinping's successor?,Critical,Dormant,
2026-03-05,KXAFRICALEADEROUT-35,Which of these African leaders will leave office next?,Critical,Dormant,
2026-03-05,KXFDATYPE1DIABETES-33,Will the FDA approve a cure for Type 1 diabetes before 2033?,Critical,Dormant,
2026-03-05,KXUSTAKEOVER-30,Will the US government take control of any AI company or project before 2030?,Critical,Dormant,
2026-03-05,KXDEELRIP-40,Will Deel or Rippling IPO first?,Critical,Dormant,
2026-03-05,EUCLIMATE,EU meets its 2030 climate goals?,Critical,Dormant,
2026-03-05,KXCANADACUP-30,Canadian team wins the Stanley Cup® before the 2031 season?,Critical,Dormant,
2026-03-05,KXINDIANAPOWELL-30,Will Glen Powell be cast in the next Indiana Jones movie?,Critical,Dormant,
2026-03-05,KXPERFORMROLE007-VILLAIN,Who will be the next James Bond villain?,Critical,Dormant,
2026-03-05,KXPERFORMROLEBRITNEY,Who will play Britney Spears in the Jon M. Chu–directed biopic?,Critical,Dormant,
2026-03-05,KXYTUBESUBSISHOWSPEED,When will IShowSpeed reach 100 million Youtube subscribers?,Critical,Dormant,
2026-03-05,KXTVSEASONRELEASEACOURTOFTHORNSANDROSES,Will A Court Of Thorns and Roses be released?,Critical,Dormant,
2026-03-05,KXPERFORMROLE007,Who will play the next Bond girl?,Critical,Dormant,
2026-03-05,KXPOPCHANGESTATE10-35,Will any U.S. state experience a population decrease of at least 10% between 2025 and 2035?,Critical,Dormant,
2026-03-05,KXACTORTOMCRUZ-30,Will Tom Cruise be cast in another Film With Ana de Armas?,Critical,Dormant,
2026-03-05,KXPERFORMROLE007-MONEYPENNY,Who will play Moneypenny in the next James Bond?,Critical,Dormant,
2026-03-05,KXAGICO-COMP,When will any company achieve AGI?,Critical,Dormant,
2026-03-07,KXNEXTIRANLEADER-45JAN01,Who will be the next Supreme Leader of Iran? (death settles to last traded price),Strong,Solid,
2026-03-07,KXTRILLIONAIRE-30,Who will be the world's first trillionaire?,Strong,Consensus,
2026-03-07,KXMOONMAN-31,Which country will be the next to send humans to the Moon?,Neutral,Overheated,
2026-03-07,KXOAIANTH-40,Will OpenAI or Anthropic IPO first?,Neutral,Chaos,
2026-03-07,KXPRIMEENGCONSUMPTION-30,What will be the largest source of global primary energy consumption in 2030?,Neutral,Overheated,
2026-03-07,KXNEWPOPE-70,Who will the next Pope be?,Weak,Undervalued | Chaos,Undervalued | Chaos
2026-03-07,KXELONMARS-99,Will Elon Musk visit Mars in his lifetime?,Strong,Stable,
2026-03-07,USCLIMATE,US meets its climate goals?,Weak,Undervalued,
2026-03-07,KXROBOTMARS-35,Will a humanoid robot walk on Mars before a human does?,Neutral,Chaos,
2026-03-07,KXTAYLORSWIFTWEDDING-30JAN01,Who will be a Bridesmaid for the wedding of Travis Kelce and Taylor Swift?,Weak,Overheated | High-Conflict,Overheated | High-Conflict
2026-03-07,KXPERSONPRESFUENTES-45,Will Nick Fuentes become President of the United States before 2045?,Neutral,Stable,
2026-03-07,KXFUSION,When will nuclear fusion be achieved?,Weak,Overheated | Chaos | High-Conflict,Overheated | Chaos | High-Conflict
2026-03-07,KXNEXTISRAELPM-45JAN01,Who will be the next new Prime Minister of Israel?,Strong,Undervalued,
2026-03-07,KXTIMEDECADE20S-30,Who will Time name as Person of the Decade?,Neutral,Undervalued,
2026-03-07,KXG7LEADEROUT-45JAN01,Which G7 leader will leave next?,Neutral,Overheated,
2026-03-07,EVSHARE-30JAN,EV market share in 2030?,Weak,Overheated | Chaos | High-Conflict,Overheated | Chaos | High-Conflict
2026-03-07,KXEARTHQUAKECALIFORNIA-35,Will there be an at least 8.0 magnitude earthquake in California before 2035?,Neutral,Chaos,
2026-03-07,KXBRUVSEAT-35,Will Andrew Tate's party win a seat in the next UK election?,Strong,Consensus,
2026-03-07,KXERUPTSUPER-0,Will a supervolcano erupt before 2050?,Neutral,Stable,
2026-03-07,KXPERSONPRESMAM-45,Will Zohran Mamdani become President of the United States before 2045?,Strong,Stable,
2026-03-07,KXPERFORMBONDSONG-35,Who will perform the next James Bond theme?,Neutral,Overheated | High-Conflict,Overheated | High-Conflict
2026-03-07,KXTRAVISKELCEWEDDING-30JAN01,Who will be Groomsman for the wedding of Travis Kelce and Taylor Swift?,Weak,Overheated | High-Conflict,Overheated | High-Conflict
2026-03-07,KXJOHNNYDEPP-35,Will Johnny Depp be cast in the next Pirates of the Caribbean?,Neutral,Chaos,
2026-03-07,KXRAMPBREX-40,Will Ramp or Brex IPO first?,Neutral,Stable,
2026-03-07,KXCOLONIZEMARS-50,Will humans colonize Mars before 2050?,Neutral,Stable,
2026-03-07,KXTVSEASONRELEASETHELASTOFUS,"When will ""The Last of Us"" Season 3 be released?",Neutral,Overheated | High-Conflict,Overheated | High-Conflict
2026-03-07,KXNEWPOPE-35,Who will the next Pope be?,Weak,Undervalued,
2026-03-07,KXNEXTSPEAKER-31,Who will be the next Speaker of the House?,Critical,Dormant,
2026-03-07,KXWARMING-50,Will the world pass 2 degrees Celsius over pre-industrial levels before 2050?,Critical,Dormant,
2026-03-07,KXU3MAX-30,How high will unemployment get before 2030?,Critical,Dormant,
2026-03-07,KXMARSVRAIL-50,Will a human land on Mars before California starts high-speed rail?,Critical,Dormant,
2026-03-07,KXACTORSONNYCROCKETT-35,Who will be cast in the next Miami Vice?,Critical,Dormant,
2026-03-07,INDIACLIMATE-30,India meets its 2030 climate goals?,Critical,Dormant,
2026-03-07,KXXISUCCESSOR-45JAN01,Who will be named as Xi Jinping's successor?,Critical,Dormant,
2026-03-07,KXFDATYPE1DIABETES-33,Will the FDA approve a cure for Type 1 diabetes before 2033?,Critical,Dormant,
2026-03-07,KXAFRICALEADEROUT-35,Which of these African leaders will leave office next?,Critical,Dormant,
2026-03-07,KXUSTAKEOVER-30,Will the US government take control of any AI company or project before 2030?,Critical,Dormant,
2026-03-07,KXDEELRIP-40,Will Deel or Rippling IPO first?,Critical,Dormant,
2026-03-07,EUCLIMATE,EU meets its 2030 climate goals?,Critical,Dormant,
2026-03-07,KXCANADACUP-30,Canadian team wins the Stanley Cup® before the 2031 season?,Critical,Dormant,
2026-03-07,KXINDIANAPOWELL-30,Will Glen Powell be cast in the next Indiana Jones movie?,Critical,Dormant,
2026-03-07,KXPERFORMROLE007-VILLAIN,Who will be the next James Bond villain?,Critical,Dormant,
2026-03-07,KXPERFORMROLEBRITNEY,Who will play Britney Spears in the Jon M. Chu–directed biopic?,Critical,Dormant,
2026-03-07,KXYTUBESUBSISHOWSPEED,When will IShowSpeed reach 100 million Youtube subscribers?,Critical,Dormant,
2026-03-07,KXTVSEASONRELEASEACOURTOFTHORNSANDROSES,Will A Court Of Thorns and Roses be released?,Critical,Dormant,
2026-03-07,KXPERFORMROLE007,Who will play the next Bond girl?,Critical,Dormant,
2026-03-07,KXPOPCHANGESTATE10-35,Will any U.S. state experience a population decrease of at least 10% between 2025 and 2035?,Critical,Dormant,
2026-03-07,KXAGICO-COMP,When will any company achieve AGI?,Critical,Dormant,
2026-03-07,KXACTORTOMCRUZ-30,Will Tom Cruise be cast in another Film With Ana de Armas?,Critical,Dormant,
2026-03-07,KXPERFORMROLE007-MONEYPENNY,Who will play Moneypenny in the next James Bond?,Critical,Dormant,
2026-03-19,KXPRESPERSON-28,2028 U.S. Presidential Election winner?,Unknown,Initializing,
2026-03-19,KXNEXTIRANLEADER-45JAN01,Who will be the next Supreme Leader of Iran? (death settles to last traded price),Strong,Overheated | Consensus | Forming,Overheated | Consensus | Forming
2026-03-19,KXGREENLAND-29,Will Trump buy at least part of Greenland?,Unknown,Initializing,
2026-03-19,KXGREENTERRITORY-29,Will the US take control of any part of Greenland?,Unknown,Initializing,
2026-03-19,KXGREENLANDPRICE-29JAN21,How much will the US acquire Greenland for?,Unknown,Initializing,
2026-03-19,KXCABOUT-26MAR,Who will leave Trump's Cabinet next?,Unknown,Initializing,
